Desc,ID,Subj object id,Obj object id
"Stock (Frau des N. Stock), N. (ID: 12104) hat Ehe mit Stock, N. (ID: 1779)",32192,12104,1779
"Sal, Konrad von (ID: 886) hat Ehe mit N. (Frau des Konrad von Sal), N. (ID: 2159)",32375,886,2159
"Kellner (Frau des Erhard Kellner), N. (ID: 11861) hat Ehe mit Kellner, Erhard (ID: 4014)",32395,11861,4014
"Penteler, Osanna (ID: 11458) hat Ehe mit Penteler, N. (ID: 11459)",32456,11458,11459
"Richler, Agnes (ID: 10274) hat Ehe mit Richler, Sixt (ID: 750)",32563,10274,750
"Imgreut, Ursula (ID: 3241) hat Ehe mit Imgreut, Heinz (ID: 3240)",32700,3241,3240
"Schlosser, Apollonia (ID: 8904) hat Ehe mit Schlosser, Lienhard (ID: 9201)",32723,8904,9201
"Beck, Anna (ID: 10824) hat Ehe mit Beck, Christian (ID: 10823)",32773,10824,10823
"Pfeifer (Frau des Fritz Pfeifer), N. (ID: 10691) hat Ehe mit Pfeifer, Fritz (ID: 1037)",33074,10691,1037
"Speck, Margarethe (ID: 11530) hat Ehe mit Speck, Hans (ID: 9194)",33108,11530,9194
"Malosco (Frau des Wilhelm Malosco), N. (ID: 12219) hat Ehe mit Malosco, Wilhelm (ID: 3178)",33224,12219,3178
"Malosco (Frau des Wilhelm Malosco), N. (ID: 12219) hat Ehe mit Malosco, Wilhelm (ID: 3178)",33226,12219,3178
"Malosco (Frau des Wilhelm Malosco), N. (ID: 12219) hat Ehe mit Malosco, Wilhelm (ID: 3178)",33227,12219,3178
"Klingenberg (Frau des Heinrich von Klingenberg), N. von (ID: 12222) hat Ehe mit Klingenberg, Heinrich von (ID: 409)",33232,12222,409
"Knöringen (Frau des Eitelhans von Knöringen), N. von (ID: 11333) hat Ehe mit Knöringen, Eitelhans von (ID: 3636)",33242,11333,3636
"Bote (Frau des Andreas Bote), N. (ID: 12127) hat Ehe mit Bote (Frau des Andreas Bote), N. (ID: 12127)",33663,12127,12127
"Barbier (Frau des Sigmund Barbier), N. (ID: 12132) hat Ehe mit Barbier, Sigmund (ID: 791)",33676,12132,791
"Heizer (Frau des Urban Heizer), N. (ID: 12133) hat Ehe mit Heizer, Urban (ID: 10841)",33682,12133,10841
"Heizer (Frau des Urban Heizer), N. (ID: 12133) hat Ehe mit Heizer, Urban (ID: 10841)",33684,12133,10841
"Schmied (Frau des Peter Schmied), N. (ID: 10871) hat Ehe mit Schmied, Peter (ID: 6277)",33722,10871,6277
"Bogner (Frau des Ludwig Bogner), N. (ID: 10872) hat Ehe mit Bogner, Ludwig (ID: 9200)",33724,10872,9200
"Krättler, Jörg (ID: 769) hat Ehe mit N. (Frau des Jörg Krättler), N. (ID: 3226)",33847,769,3226
"Krättler, Jörg (ID: 769) hat Ehe mit N. (Frau des Jörg Krättler), N. (ID: 3226)",33850,769,3226
"Münzer (Frau des Stefan Münzer), N. (ID: 12143) hat Ehe mit Münzer, Stefan (ID: 12142)",34308,12143,12142
"Turndl, N. (ID: 11719) hat Ehe mit Turndl, Matthias (ID: 2933)",34392,11719,2933
"Bogner (Frau des Heinrich Bogner), N. (ID: 11720) hat Ehe mit Bogner, Heinrich (ID: 11514)",34398,11720,11514
"Widerstein, N. (ID: 11216) hat Ehe mit Widerstein, Hans (ID: 9244)",34401,11216,9244
"Seidennater, N. (ID: 11721) hat Ehe mit Seidennater, Konrad (ID: 9041)",34407,11721,9041
"Schwäbel, Anna (ID: 11722) hat Ehe mit Schwäbel, Hans (ID: 9514)",34409,11722,9514
"Maler (Frau des Thomas Maler), N. (ID: 11457) hat Ehe mit Maler, Thomas (ID: 11062)",34411,11457,11062
"Tischler (Frau des Gilg Tischler), N. (ID: 11723) hat Ehe mit Tischler, Gilg (ID: 8396)",34414,11723,8396
"Steger (Frau des Kaspar Steger), N. (ID: 11725) hat Ehe mit Steger, Kaspar (ID: 3243)",34424,11725,3243
"N., verh. Kälb, Christine (ID: 6801) hat Ehe mit Kälb, Hans (ID: 3594)",34559,6801,3594
"N., Lukas (ID: 10935) hat Ehe mit N. (Töchter von Sigmund), Veronika (ID: 10934)",34565,10935,10934
"Hallwyl, verh. von Klingenberg, Margarethe von (ID: 4935) hat Ehe mit Klingenberg, Heinrich von (ID: 409)",34808,4935,409
"Rockenburger, Anna (ID: 9411) hat Ehe mit Rockenburger, Niklas (ID: 7636)",34983,9411,7636
"Michael, Hans (ID: 3349) hat Ehe mit N., verh. Michael, Margarethe (ID: 7669)",34984,3349,7669
"Vogt, N. (ID: 11001) hat Ehe mit Vogt, Burkhard (ID: 9572)",35014,11001,9572
"Falkner, Barbara (ID: 121) hat Ehe mit Falkner, Peter (ID: 120)",35031,121,120
"Überlinger, N. (weiblich) (ID: 738) hat Ehe mit Überlinger, Hans (ID: 604)",35049,738,604
"Panthel (weiblich), N. (ID: 11025) hat Ehe mit Panthel, N. (ID: 11023)",35072,11025,11023
"Holupp, Agathe (ID: 11096) hat Ehe mit Holupp, Hans (ID: 11095)",35327,11096,11095
"Gundreichinger, Hans (ID: 4579) hat Ehe mit Fröschel, verh. Gundreichinger, Corona (ID: 3203)",35348,4579,3203
"Dorn, verh. Überlinger, Ursula (ID: 11107) hat Ehe mit Überlinger, Hans (ID: 604)",35357,11107,604
"Aininger, Anna (ID: 11148) hat Ehe mit Aininger, Hans (ID: 11147)",35486,11148,11147
"Mösel, Magdalena (ID: 12323) hat Ehe mit Mösel, Peter (ID: 1166)",35570,12323,1166
"Widerstein, N. (ID: 11216) hat Ehe mit Widerstein, Hans (ID: 9244)",35757,11216,9244
"Steinacher, Agnes (ID: 11217) hat Ehe mit Steinacher, Michael (ID: 10774)",35763,11217,10774
"Plochinger (Frau des Hans Plochinger), N. (ID: 11223) hat Ehe mit Plochinger, Hans (ID: 1162)",35785,11223,1162
"N., verh. Plank, N. (ID: 7817) hat Ehe mit Plank, Balthasar (ID: 1132)",35801,7817,1132
"Widerstein, N. (ID: 11216) hat Ehe mit Widerstein, Hans (ID: 9244)",35821,11216,9244
"Widerstein, N. (ID: 11216) hat Ehe mit Widerstein, Hans (ID: 9244)",35822,11216,9244
"Widerstein, N. (ID: 11216) hat Ehe mit Widerstein, Hans (ID: 9244)",35823,11216,9244
"Pentel, N. (ID: 11239) hat Ehe mit Pentel (Gärtner), N. (ID: 11238)",35865,11239,11238
"Gulden, Hans (ID: 9530) hat Ehe mit Gulden, Christina (ID: 11241)",35870,9530,11241
"Imgreut, Ursula (ID: 3241) hat Ehe mit Imgreut, Heinz (ID: 3240)",36116,3241,3240
"Imgreut, Ursula (ID: 3241) hat Ehe mit Imgreut, Heinz (ID: 3240)",36140,3241,3240
"Nef, Elisabeth (ID: 10443) hat Ehe mit Nef, Lorenz (ID: 5317)",36209,10443,5317
"Knöringen (Frau des Eitelhans von Knöringen), N. von (ID: 11333) hat Ehe mit Knöringen, Eitelhans von (ID: 3636)",36215,11333,3636
"Heizer, Margarethe (ID: 11288) hat Ehe mit Heizer, Urban (ID: 10841)",36219,11288,10841
"Heizer, Margarethe (ID: 11288) hat Ehe mit Heizer, Urban (ID: 10841)",36229,11288,10841
"Arzt, Hans (ID: 6290) hat Ehe mit Arzt (Frau des Hans Arzt), N. (ID: 11289)",36242,6290,11289
"Dorn, verh. Überlinger, Ursula (ID: 11107) hat Ehe mit Überlinger, Hans (ID: 604)",36260,11107,604
"Heizer, Margarethe (ID: 11288) hat Ehe mit Heizer, Urban (ID: 10841)",36332,11288,10841
"Arzt, Hans (ID: 6290) hat Ehe mit Arzt (Frau des Hans Arzt), N. (ID: 11289)",36343,6290,11289
"Zuschroter, Anna (ID: 11293) hat Ehe mit Zuschroter, Hans (ID: 11292)",36352,11293,11292
"Pollinger (Frau des Peter Pollinger), N. (ID: 11776) hat Ehe mit Pollinger, Peter (ID: 2601)",36456,11776,2601
"Stern (Frau des Peter Stern), N. (ID: 11785) hat Ehe mit Stern, Peter (ID: 11784)",36476,11785,11784
"Fröschel, verh. Gundreichinger, Corona (ID: 3203) hat Ehe mit Gundreichinger, Hans (ID: 4579)",36673,3203,4579
"Knöringen (Frau des Eitelhans von Knöringen), N. von (ID: 11333) hat Ehe mit Knöringen, Eitelhans von (ID: 3636)",36680,11333,3636
"Pfudler (Frau des Hans Pfudler), N. (ID: 12330) hat Ehe mit Pfudler, Hans (ID: 613)",36876,12330,613
"Pfudler (Frau des Hans Pfudler), N. (ID: 12330) hat Ehe mit Pfudler, Hans (ID: 613)",36899,12330,613
"N., verh. Plank, N. (ID: 7817) hat Ehe mit Plank, Balthasar (ID: 1132)",37089,7817,1132
"Plochinger (Frau des Hans Plochinger), N. (ID: 11223) hat Ehe mit Plochinger, Hans (ID: 1162)",37198,11223,1162
"Maler (Frau des Thomas Maler), N. (ID: 11457) hat Ehe mit Maler, Thomas (ID: 11062)",37199,11457,11062
"Maler (Frau des Thomas Maler), N. (ID: 11457) hat Ehe mit Maler, Thomas (ID: 11062)",37200,11457,11062
"Penteler, Osanna (ID: 11458) hat Ehe mit Penteler, N. (ID: 11459)",37205,11458,11459
"Plochinger (Frau des Hans Plochinger), N. (ID: 11223) hat Ehe mit Plochinger, Hans (ID: 1162)",37226,11223,1162
"Scherer, Peter (ID: 11511) hat Ehe mit Scherer, N. (ID: 11510)",37380,11511,11510
"Scherer, Peter (ID: 11511) hat Ehe mit Scherer, N. (ID: 11510)",37383,11511,11510
"Maler, Thomas (ID: 11062) hat Ehe mit Maler (Frau des Thomas Maler), N. (ID: 11457)",37391,11062,11457
"Klammer, verh. Heustadl, Gertraud (ID: 6184) hat Ehe mit Heustadl, Christoph (ID: 2281)",37651,6184,2281
"Bair (Frau des Hans Bair), N. (ID: 12743) hat Ehe mit Bair (Aufleger), Hans (ID: 12742)",37839,12743,12742
"Mösel, Magdalena (ID: 12323) hat Ehe mit Mösel, Peter (ID: 1166)",38142,12323,1166
"Fröschel, verh. Gundreichinger, Corona (ID: 3203) hat Ehe mit Gundreichinger, Hans (ID: 4579)",38249,3203,4579
"N., verh. Tschan, verh. Jordan, N. (ID: 12820) hat Ehe mit Port, genannt Tschan, Nikolaus (ID: 4871)",38314,12820,4871
"N., verh. Tschan, verh. Jordan, N. (ID: 12820) hat Ehe mit Jordan, Kaspar (ID: 12819)",38315,12820,12819
"Schlosser, Lienhard (ID: 9201) hat Ehe mit Schlosser, Apollonia (ID: 8904)",38345,9201,8904
"Schlosser, Apollonia (ID: 8904) hat Ehe mit Schlosser, Lienhard (ID: 9201)",38378,8904,9201
"Schwäbel, Anna (ID: 11722) hat Ehe mit Schwäbel, Hans (ID: 9514)",38547,11722,9514
"Schwäbel, Anna (ID: 11722) hat Ehe mit Schwäbel, Hans (ID: 9514)",38735,11722,9514
"Kugele, Dorothea (ID: 13002) hat Ehe mit Kugele, N. (ID: 11190)",38961,13002,11190
"Imgreut, Ursula (ID: 3241) hat Ehe mit Imgreut, Heinz (ID: 3240)",39075,3241,3240
"Falkner, Barbara (ID: 121) hat Ehe mit Falkner, Peter (ID: 120)",39244,121,120
"Klein, Elisabeth (ID: 13085) hat Ehe mit Klein (Wirt), N. (ID: 13084)",39600,13085,13084
"Weineck, Katharina von (ID: 1275) hat Ehe mit Weineck, Leonhard von (ID: 954)",39646,1275,954
"Fröschel, verh. Gundreichinger, Corona (ID: 3203) hat Ehe mit Gundreichinger, Hans (ID: 4579)",39788,3203,4579
"Malosco (Frau des Walther Malosco), N. (ID: 13111) hat Ehe mit Malosco, Walther (ID: 13109)",39799,13111,13109
"Haus, verh. von Landeck, Benedikta von (ID: 2560) hat Ehe mit Landeck, Jakob von (ID: 2558)",39805,2560,2558
"Tiesser, Hans (ID: 13113) hat Ehe mit Tiesser, Gertraud (ID: 13114)",39807,13113,13114
"Tiesser, Hans (ID: 13113) hat Ehe mit Tiesser, Gertraud (ID: 13114)",39810,13113,13114
"Emershofen, geb. von Scherzingen, Ursula von (ID: 13116) hat Ehe mit Emershofen, Hans von (ID: 358)",39811,13116,358
"Hallwyl, verh. von Klingenberg, Margarethe von (ID: 4935) hat Ehe mit Klingenberg, Heinrich von (ID: 409)",39814,4935,409
"Tiesser, Hans (ID: 13113) hat Ehe mit Tiesser, Gertraud (ID: 13114)",39815,13113,13114
"Hausen (Frau des Oswald von Hausen), N. von (ID: 13117) hat Ehe mit Hausen, Oswald von (ID: 552)",39818,13117,552
"Senng, verh. Spieß, Anna (ID: 300) hat Ehe mit Spieß vom Spieß, Leopold (ID: 294)",39819,300,294
"Langeisen, Margarethe (ID: 13126) hat Ehe mit Langeisen, Kilian (ID: 11703)",39859,13126,11703
"Freyberg (Frau des Michael von Freyberg), N. von (ID: 12424) hat Ehe mit Freyberg, Michael von (ID: 5221)",39971,12424,5221
"N., verh. Plank, N. (ID: 7817) hat Ehe mit Plank, Balthasar (ID: 1132)",40189,7817,1132
"Pfudler (Frau des Hans Pfudler), N. (ID: 12330) hat Ehe mit Pfudler, Hans (ID: 613)",40313,12330,613
"Ruckenhauser (Frau des Hans Ruckenhauser), N. (ID: 13229) hat Ehe mit Ruckenhauser, Hans (ID: 799)",40324,13229,799
"Krinegger (Frau des Erhard Krinegger), N. (ID: 13334) hat Ehe mit Krinegger, Erhard (ID: 10986)",40798,13334,10986
"Krinegger (Frau des Erhard Krinegger), N. (ID: 13334) hat Ehe mit Krinegger, Erhard (ID: 10986)",40799,13334,10986
"Krinegger (Frau des Erhard Krinegger), N. (ID: 13334) hat Ehe mit Krinegger, Erhard (ID: 10986)",40800,13334,10986
"Pfudler, Hans (ID: 613) hat Ehe mit Pfudler (Frau des Hans Pfudler), N. (ID: 12330)",40876,613,12330
"Ammann (Frau des Jörg Ammann (Lauingen)), N. (ID: 13373) hat Ehe mit Ammann (Lauingen), Jörg (ID: 12474)",41226,13373,12474
"Hochwart (Frau des Georg Hochwart), N. (ID: 13375) hat Ehe mit Hochwart, Georg (ID: 740)",41239,13375,740
"Beck (Frau des Kaspar Beck), N. (ID: 13386) hat Ehe mit Beck, Kaspar (ID: 13385)",41278,13386,13385
"Bock (Frau des Kaspar Bock), N. (ID: 735) hat Ehe mit Bock, Kaspar (ID: 645)",41284,735,645
"Schweifstetter (Frau des Peter Schweifstetter), N. (ID: 13414) hat Ehe mit Schweifstetter, Peter (ID: 13413)",41434,13414,13413
"Scheiber (Frau des Sebastian Scheiber), N. (ID: 668) hat Ehe mit Scheiber, Sebastian (ID: 667)",41465,668,667
"Krinegger, Erhard (ID: 10986) hat Ehe mit Krinegger (Frau des Erhard Krinegger), N. (ID: 13334)",41551,10986,13334
"Krättler, Jörg (ID: 769) hat Ehe mit N. (Frau des Jörg Krättler), N. (ID: 3226)",41636,769,3226
"Ring, Klaus (ID: 4389) hat Ehe mit Wall, verh. Ring, Ursula von (ID: 4390)",41726,4389,4390
"Pollinger, Peter (ID: 2601) hat Ehe mit N., verh. Pollinger, Margarethe (ID: 2602)",42022,2601,2602
"Schmied, Gilg (ID: 7858) hat Ehe mit Schmied (Frau des Gilg Schmied), N. (ID: 13578)",42395,7858,13578
"Schmied, Gilg (ID: 7858) hat Ehe mit Schmied (Frau des Gilg Schmied), N. (ID: 13578)",42396,7858,13578
"Rockenburger, Niklas (ID: 7636) hat Ehe mit Rockenburger, Anna (ID: 9411)",42558,7636,9411
"Rockenburger, Niklas (ID: 7636) hat Ehe mit Rockenburger, Anna (ID: 9411)",42559,7636,9411
"Rockenburger, Niklas (ID: 7636) hat Ehe mit Rockenburger, Anna (ID: 9411)",42560,7636,9411
"Dorn, verh. Wieshaid, Anna (ID: 13609) hat Ehe mit Wieshaid, Hans (ID: 2343)",43057,13609,2343
"Wieshaid, Hans (ID: 2343) hat Ehe mit Dorn, verh. Wieshaid, Anna (ID: 13609)",43059,2343,13609
"Völs, verh. Murringer, Elisabeth von (ID: 13608) hat Ehe mit Murringer, Konrad (ID: 2350)",43070,13608,2350
