Name,Vorname,Start,End,Alternative Namen,Status,ID,Geschlecht
N. (Propst zu St. Michael an der Etsch),Konrad,,,,Herr,10379,männlich
N. (Reitender Bote),Wilhelm,,vor 1486-06-05 <1486-06-05>,,,6796,männlich
N. (Renner),Burkhard,,,,,9272,männlich
N. (Renner),Kaspar,,,Kasperle,,8768,männlich
N. (Richter zu Enneberg),Hans,,,,,2473,männlich
N. (Richter zu Rottenburg),Jakob,,,,,11522,männlich
N. (Schleierin),Adelheid,,,,,11249,weiblich
N. (Schmelzmeister),Leonhard,,,,Meister,10948,männlich
N. (Schmelzmeister),Niklas,,,,,10265,männlich
N. (Schmied),Peter,,,Meister Peter dem hörlosen,Meister,10205,männlich
N. (Schmied in der Vorstadt),Hans,,,,,9455,männlich
N. (Schmied in der Vorstadt),Martin,,,Schmid in der Vorstat,,10162,männlich
N. (Schneider),Georg,,,,,10224,männlich
N. (Schreiber des Heinrich von Freyberg),Hans,,,,,9259,männlich
N. (Schreiber des Kellners von Tirol),Kaspar,,,,,10027,männlich
N. (Schreiber des Parzival von Annenberg),Konrad,,,,,8308,männlich
N. (Schulmeister),Burkhard,,,,,10206,männlich
N. (Schulmeister),Matthias,,,,,12962,männlich
N. (Schwager des N. Überlinger),Hans,,,,,2669,männlich
N. (Sekretär),Augustin,,,,,13087,männlich
N. (Silberkämmerer der Herzogin),Paul,,,,,8839,männlich
N. (Silberkämmerer der Herzogin),Ulrich,,,,,8837,männlich
N. (Sohn des Bartholomäus Fuchs),Sigmund,,,,,6937,männlich
N. (Sohn des Gabriel Trompeter),Hans,,,,,8781,männlich
N. (Sohn Sigmunds),Hans,,,,,11820,männlich
N. (Sohn Sigmunds),N.,,,Bastardsohn Sigmunds,,10049,männlich
N. (Sporer),Heinrich,,,,,11052,männlich
N. (Stallknecht),Christian,,,,,11195,männlich
N. (Stallknecht),Hans,,,,,11197,männlich
N. (Stallknecht),Janko,,,,,11821,männlich
N. (Stallknecht),Kaspar,,,,,12376,männlich
N. (Stallknecht),Konrad,,,,,9951,männlich
N. (Stallmeister der Herzogin),Hans,,,,,2363,männlich
N. (Tischler),Erkenbrecht,,,,,9464,männlich
N. (Tischler),Peter,,,,,9459,männlich
N. (Tischler),Wolfgang,,,,,9458,männlich
N. (Tischlerknecht),Kunz,,,,,8918,männlich
N. (Tischlerknecht),Veit,,,,,8932,männlich
N. (Tochter Sigmunds),N.,,,,,12128,weiblich
N. (Töchter von Sigmund),N.,,,,,7757,weiblich
N. (Töchter von Sigmund),Veronika,,,,,10934,weiblich
N. (Trompeter),Hans,,,,,6096,männlich
N. (Trompeter),Tschann,,,,,6014,männlich
N. (Trompeter),Ulrich,,,"württembergischer Trompeter
Trumetter",,9845,männlich
N. (Trompeter des Bischofs von Trient),Stefan,,,,,3546,männlich
N. (Tuchscherer),Egli,,,,,11093,männlich
N. (Türhüter),Andreas,,,,,10863,männlich
N. (Türhüter),Georg,,,,,9269,männlich
N. (Türhüter),Lienhard,,,(Lindl),,10175,männlich
N. (Türhüter),Wilhelm,,,Tuͤrhuͤtter,,9120,männlich
N. (Türnitzknecht),Kaspar,,,,,11286,männlich
Nüfferli,Hans,,,Nüfferly,,5375,männlich
N. (Untermarschall),Konrad,,,,Junker,7404,männlich
N. (Untermarstaller),Stoffel,,,,,8010,männlich
Nürnberger,Hans,,,Neürenberger,,12457,männlich
Nussdorfer,Marx,,,,,8503,männlich
Nütz,Christoph,,,Nuͤtz,,5820,männlich
Nützel,Lienhard,,,Nüczel,,13518,männlich
"N., verh. Falkner",N.,,,,,7822,weiblich
"N., verh. Falkner",Veronika,,,,,9889,weiblich
"N., verh. Kälb",Christine,,,Christina,,6801,weiblich
"N., verh. Kannacher, verh. Häring",Margarethe,,,,,7167,weiblich
"N., verh. Kindhausen",Margarethe,,,"Kundhawserin
Kundhauserin",,8931,weiblich
"N., verh. Michael",Margarethe,,,,,7669,weiblich
"N., verh. Ortner",Diemut,,vor 07.11.1466 <1466-11-07>,,,6853,weiblich
"N., verh. Pfaudler",Gertraud,,,Phaudler,,8273,weiblich
"N., verh. Pfudler",N.,,,,,9283,weiblich
"N., verh. Plank",N.,,,,,7817,weiblich
"N., verh. Pollinger",Margarethe,,,,,2602,weiblich
"N., verh. Posauner",N.,,,,,9289,weiblich
"N., verh. Schätzer",N.,,,,,9013,weiblich
"N., verh. Stehelein",Margarethe,,,,,8257,weiblich
"N., verh. Tschan, verh. Jordan",N.,,,,,12820,weiblich
"N., verh. von Firmian, verh. von Stetten",N. von,,,,,6138,weiblich
"N., verh. von Grießen",Elisabeth,,,,,2514,weiblich
"N., verh. von Metri",Ursula,,,,,6511,weiblich
"N., verh. von Pondorf",Katharina,,,,,2522,weiblich
"N., verh. von Reinach",Amalia,,,,,6816,weiblich
"N., verh. Wolf",N.,,,,,7819,weiblich
N. (Vetter des Jörg Fink),N.,,,,,12116,männlich
N. (Vetter des Wilhelm Türhüter),Andreas,,,,,10097,männlich
N. (Vogt zu Fürstenau),Paul,,,Vogt zu Fuͤrstnaw,,10569,männlich
N. (Vogt zu Neuenburg),Wilhelm,,,,,9778,männlich
N. (Wagenknecht),Berthold,,,,,9995,männlich
N. (Wärter der welschen Hunde),Konrad,,,,,11152,männlich
N. (Wirt zu Trient),Jörg,,,Wirt an der Kron zu Triendt,,10122,männlich
N. (wohl Schütze),Lazarus,,,,,12479,männlich
N. (wohl Söldner),Wolf,,,,,13305,männlich
N. (Wundarzt),Kaspar,,,,Meister,11904,männlich
N. (Wundarzt),Sigmund,,,,,12210,männlich
N. (Zöllner zu Feldkirch),Hans,,,,,11794,männlich
N. (Zöllner zu Steinach),Heinrich,,,,,8035,männlich
N. (Zuschroter),Lienhard,,,"Zuschrótters
Zuͦschroters",,9479,männlich
ob dem Gries,Leonhard,,,"ob dem Gries im Sellrain
auf dem Gries",,8407,männlich
ob dem Seefeld,Konrad,,,ab dem Seveld,,6218,männlich
Ob der Kirchen,Schweickhart,,,ob der Kirchen von Nauders,,5669,männlich
Obenhauser,Lienhard,,,,,6743,männlich
Obenhin,N.,,,"Hennselein Obnhinin
Hénnslin Obenhin",,8850,weiblich
Oberdorf,Leonhard,,,Oberdorff,,8466,männlich
Oberhauser,Stefan,,,,,13145,männlich
Oberkeller,Hans,,,,,13580,männlich
Obermair,Jörg,,,,,6713,männlich
Obernberger,Martin,,,Obernperger,,6302,männlich
Oberndorfer,Leonhard,,,"Oberndorffer
Oberdorffer",,469,männlich
Oberweinper,Adolf von,,,,,1428,männlich
Oberweinper,Kaspar von,,,,,1320,männlich
Obrist,Wolfgang,,,Óbrist,,10677,männlich
Occo,Adolf,,1503 <1503-06-30>,,Doktor,1625,männlich
Ochsenfurter,Konrad,,,,,4440,männlich
Odenberg,Joachim von,,,Odenberger,,9010,männlich
Ofenhauser,Leonhard,,,,,4695,männlich
Offenhauser,Leonhard,,,,,9307,männlich
Offing,Veit,,,Offinger,,13165,männlich
Öffing,Veit,,,Óffing,,7310,männlich
Ofner,Berthold,,,"Óffner
Ófner
Offner
Offnner von Ulm
Offnner",,5448,männlich
Oheim,Hans,,vor 04.05.1467 <1467-05-03>,,,6344,männlich
Oheim,Margarethe,,,,,11555,weiblich
Oheim,Urban,,,"Óhem
Oͤheim
Öheims
Óheim",,8674,männlich
"Oheim, verh. Hamerspach, verh. Walch",Elisabeth,,vor 04.05.1467 <1467-05-03>,,,5471,weiblich
Ölberger,Asem,,,,,2338,männlich
Ölhafen,Stefan,,,Ólhaffen,,9078,männlich
Ölkopf,Sigmund,,,,,7902,männlich
Ölz,Hans,,,"Ölcz von Bregentz
Oͤltzn",,9651,männlich
Organist,Niklas,,,"Organistn
Orginist",Meister,10016,männlich
Organist,Paul,,,,,13063,männlich
Orlandus,Johannes,,,Orlannder,,3558,männlich
Ort,Peter am,,,,,8798,männlich
Ortbegker,Leonhard,,,Ortwegk,,6850,männlich
Ortenfelder,Lienhard,,,"Orttenfelder
Ortenvelder
Otenfelder",,5568,männlich
Ortner,Martin,,,Orttner,,6852,männlich
Ortweger,Lienhard,,,"Ortnegker
Ortwegker",,5948,männlich
Ortwein,Ulrich,,,"Ortwein von Augspúrg
Ortwein von Augspurg
Órttwein
Órtwein von Augspurg
Orttwein",,5486,männlich
Österreicher,Hans,,,"Oͤsterreicher
Ósterreicher",,10725,männlich
Österreicher,Ulrich,,,Osterreicher,,6051,männlich
Ostner,Georg,,,Ostener,,3363,männlich
Oswald,Balthasar,,,,,5692,männlich
Oswald,Puchenperger,,,Puechenperger,,6080,männlich
Ott,Georg,,,,,12429,männlich
Ott,Michael,,,,,4528,männlich
Ott,Paul,,,,,11467,männlich
Ott,Wolfgang,,,Ot,,5103,männlich
Otterer,Hans,,,"Ottrer
Ott",,2717,männlich
Otterjäger,Erhard,,,"Otter Jáger
Otterjager
Otterjeger",,755,männlich
Otterjäger,Fritz,,,,,753,männlich
Otterjäger,Hans,,,"Otterjáger
Otterjeͤger",,1181,männlich
Öttinger,Konrad,,,,,7520,männlich
Pächl,Elisabeth,,,,,7903,weiblich
Pächl,Hans,,,"Drachsl
Paͤchel
Paͤchol
Pëchel
Péchlin
Péchel
Peͤchel",,2275,männlich
Pächl,Pankraz,,,"Pächel
Pachel
Pachler
Pähel
Páchel
Pechli
Paͤchli
Pachlen
Pächlen
Pächil",,11036,männlich
Pächl,Peter,,,"Pachel
Paͤchel",,3256,männlich
Pächl,Sigmund,,,,,7904,männlich
Pächl,Ulrich,,,,,6058,männlich
"Pachler, verh. von Stetten",Elisabeth,,,,,7381,männlich
Pafueg,Peter aus,,,,,2780,männlich
Pair,Kaspar,,,,,4672,männlich
Paldenberg,Heinrich,,,Paldenweg,,12779,männlich
Paldenberg,Michael,,,Paldenwerg von Zaberen,,12408,männlich
Pale,Hertel,,,,,5107,männlich
Palliser,Matheis,,,,,3647,männlich
Pamer,Melchior,,,,,4944,männlich
Pamkircher,Kaspar,,,,,5148,männlich
Pamkircher,Matthias,,,,,4968,männlich
Pamkircher,Sigmund,,,"Pawmkircher
Baumkircher
Pamkircher","Raitbuch 10, fol. 2v",164,männlich
Pamkircher,Veit,,,,,6562,männlich
"Pamkircher, verh. Kripp",Dorothea,,,,,7953,weiblich
Pandorfer,Katharina,,,,,3471,weiblich
Paner,Melchior,,,,,10744,männlich
Pangler,Peter,,,,,11233,männlich
Panhofer,Peter,,,Panhover,,13027,männlich
Pant,Hans,,,,,9176,männlich
Pantelein (?),Hans,,,Pentely,,6061,männlich
Panthel,N.,,,,,11023,männlich
Panthel (weiblich),N.,,,"Pánthelin
Pándelerin",,11025,weiblich
Panzer,Michael,,,"Panntzer
Pannitzer",,4855,männlich
Panzinger,Hans,,,Pantzinger,,9516,männlich
Papp,Lienhard,,,Pappn,,9993,männlich
Papper,Heinrich,,,,,8895,männlich
Pappus,N.,,,"Bappus
Pappas von Veltkirch",,6386,männlich
Pappus,Peter,,,"Pappus von Veltkirch
Pappas",,5244,männlich
Pardol,Heinrich von,,,,,6753,männlich
Parten (?),Hans,,,Partheny,,9436,männlich
Partenkirchen,Markus von,,,Partenkirch,,11748,männlich
Pasqualigo,Gianfranco,,,Hansfrank Pasqualigo,,13546,männlich
Pästlingen,Wilhelm von,,,"Paͤstlingen
Pästling
Paͤstlinger",,4611,männlich
Pästlingen (mit der einen Hand),Wilhelm von,,,Bästling mit der ainen hannt,,10835,männlich
Patoti,Peter,,,,Herr,12814,
Pauch,Utz,,,"Pawch
Panch",,13282,männlich
Päuchl,Marx,,,"Paͤuchl
Pewchel
Pewchl
Peẅchel
Preuͤchl
Peͤwchel
Pewͤchl
Peuͤchl
Peüchel
Peuchel",,10025,männlich
Pauker,Hans,,,Pawgker,,11371,männlich
Pauker,Heinrich,,,Pawker,,10861,männlich
Pauker,N.,,,Paugker,,11198,männlich
Pauker,Wolfgang,,,"Páwgker
Pawgker
Pawgger
Pawgerker
Pawckher
Pawcker",,11087,männlich
Paur,Ulrich,,,Pauͤr,,5336,männlich
Paursberg,Jakob,,,,,3788,männlich
Pausdorfer,Leonhard,,,Pawͤstoͤrffer,,5552,männlich
Päutl,N.,,,Paͤutl,,10236,männlich
Payrsberg,Balthasar von,,vor 06.09.1477 <1477-09-05>,,,2445,männlich
Payrsberg,Jakob von,,vor 08.03.1488 <1488-03-07>,Payrsperger,,2443,männlich
Payrsberg,Martin von,,,,,2449,männlich
Payrsberg,Reinprecht von,,,,,2448,männlich
Payrsberg,Sebastian von,,,,,2444,männlich
Pebnitz,Hans,,,,,4990,männlich
Pecherl,Jakob,,,,,11451,männlich
Pechl,Johannes,,,,,2112,männlich
Peck,Hans,,,,,8234,männlich
Peck,Heinrich,,,Pecken von Fuessn,,12368,männlich
Peck (Stallknecht),N.,,vor 03.05.1477 <1477-05-03>,,,12369,männlich
Pederbücks,Pilgrim,,,Pederbuͤgs,,5807,männlich
"Peder, genannt Hämmerlein",Hans,,,"Hámmerlin
Peder genannt Haͤmerly",,1781,männlich
Peissenberg,Thomas,,,Peissnperg,,8660,männlich
Peisser,Jakob,,,,,13016,männlich
Peistetter,Jörg,,,Peistetter zuͦ Swatz,,11726,männlich
Pelchinger,Erasmus,,,,,2716,männlich
Pelchinger,N.,,,,,6202,männlich
Peler,Peter,,,,,7945,männlich
Pentel,N.,,,Peutel (?),,11239,weiblich
Pentele,Kaspar,,,,,11461,männlich
Pentele,N.,,,,,11462,männlich
Penteler,N.,,vor 17.04.1473 <1473-04-17>,,,11459,männlich
Penteler,Osanna,,,Pentelerin,,11458,weiblich
Pentel (Gärtner),N.,,,Peutel (?),,11238,männlich
Penzinger,Wernlin,,,Pentzinger,,2804,männlich
Perchinger,Peter,,,,,11100,männlich
Peringer/Pfister,Leonhard,,,"Physter
Beringer
Phister
Phisster
Zeugmaister
Zewgmaister
Zeügmeister
Pfisster
Bernger
Pfisster",,1061,männlich
Perl,Georg,,vor 1488-03-29 <1488-03-29>,"Berl
Peͤrl
Perler",,5775,männlich
Permann,Ulrich,,,Perman,,5642,männlich
Pernecker,Peter,,,Pernegker,,5730,männlich
Pernstetter,Bartholomäus,,,,,8036,männlich
Pernstetter,Thomas,,,,,2600,männlich
Pernwert,Andreas,,,Bernbert,,8729,männlich
Pernwert,Kaspar,,,Bernbert,,6168,männlich
Peterndorfer,Hans,,,Petrndorffer,,10231,männlich
Pettnau,Peter von,,,in der Pettnaw,,10450,männlich
Petzinger,Janko,,,,,11680,männlich
Peuler,Hans,,,"Peuͤler
Peúler",,4031,männlich
Peuntner,Hans,,,Pewndtner,,12193,männlich
Peurl,Hans,,,"Pewrl
Pewerl",,3779,männlich
"Peyssel von Teyblitz, genannt Memminger",Erhard,,,,,2342,männlich
Pfab,Sigmund,,,,,12522,männlich
Pfab,Simon,,,Phabn,,5728,männlich
Pfab von Stauffenberg (?),Melchior,,,,,5887,männlich
Pfaff,Hans,,,"Pfaffhansen
Pfaffhannsen
Pfaffhannß",,3698,männlich
Pfaffentaler,N.,,,Phaffntaler,,10185,männlich
Pfaffenzell (der Jüngere),Hans von,,,"Phaffentzell der juͤnger
Phaffentzeͤll",,5841,männlich
Pfalz,Mechthild von der,07.03.1419,22.08.1482,,,9136,weiblich
Pfalz-Mosbach,Johann von,,,,Herr; Pfalzgraf; Herzog,4238,männlich
Pfalz-Simmern,Ruprecht von,,1478-10-17,,Herr; Pfalzgraf,94,männlich
Pfannholzer,Peter,,,,,8475,männlich
"Pfannholz, genannt Sagmeister",Michael,,,"Phanholtz
Phannholtz",,2206,männlich
Pfau,Melchior,,,Phaw,,4852,männlich
Pfaudler,Klaus,,,,,10631,männlich
Pfaudler,Ulrich,,,"Phaudler
Pfudler",,6012,männlich
Pfaudler (Stallknecht),Hans,,,Phawdler,,3039,männlich
Pfaudler (Trompeter),Hans,,vor 2. Februar 1484 <1484-02-01>,Phaudler,,8272,männlich
Pfauser,Hans,,,"Phawser
Pfawser",,5102,männlich
Pfauser,Hans Adam,,,Phauser,,4949,männlich
Pfefferer,Jakob,,,Pheͤffrer,,7316,männlich
Pfefferlin,Hans,,,Pféfferlin von Urach,,9725,männlich
Pfeifer,Adam,,,Pfeiffer,,12809,männlich
Pfeifer,Antoni,,,Pfeiffer,,9864,männlich
Pfeifer,Christian,,,"Pfeӱffer
Pfeipfern
Pfeiffer",,9893,männlich
Pfeifer,Christine,,,Pfeiffer,,2592,weiblich
Pfeifer,Florian,,,,,9292,männlich
Pfeifer,Fritz,,,"Pfeiffer
Pfeipfern
Pheiffer
Pheyffer
Pfeyffer
Pfiffer
Pfeúffer
Pfeuffer
Pfeÿffer von Regenspurg",,1037,männlich
Pfeifer,Hans,,,"Pfeiffer
Pheiffer",,1938,männlich
Pfeifer,Heinz,,,"Pfeiffer
Pfeyffer",,10043,männlich
Pfeifer,Jakob,,,Pfeiffer,,12786,männlich
Pfeifer,Leonhard,,,"Pfeiffer
Pfeiffer von Wiltein",,9291,männlich
Pfeifer,Michael,,,Pheiffer,,4497,männlich
Pfeifer,N. (1),,,Pfeiffer,,2590,unbekannt
Pfeifer,N. (2),,,Pfeiffer,,2591,unbekannt
Pfeifer,Peter,,,"Pfeiffer
Pheifferenn
Pheiffer
Pfeúffer
Pfeuffer",,3390,männlich
Pfeifer,Stefan,,,Pfeiffer von Súll,,11783,männlich
Pfeifer,Ulrich,,,Pfeiffer von Augspurg,,11179,männlich
Pfeifer,Wolfgang,,,Pheiffer,,9290,männlich
Pfeifer (Augsburg),Michael,,,Pfeyffer von Augspurg,,11183,männlich
Pfeifer (Frau des Antoni Pfeifer),N.,,,,,10693,weiblich
Pfeifer (Frau des Fritz Pfeifer),N.,,,,,10691,weiblich
Pfeifer (Frau des Hans Pfeifer),N.,,,,,10692,weiblich
"Pfeifer, genannt Frank",Heinrich,,,"Pfeifer, genannt Franck
Pfeiffer, genannt Frankh
Frankhen
Franck
Franckhen
Pheiffer",,7686,männlich
"Pfeifer, genannt Hueber",Hans,,,"Huber
Hueber
Huͦber
Húeber",,3391,männlich
"Pfeifer, genannt Räncki",Hans,,,"Ränckhi
Ränckli
Ráncklin
Pfeiffer, genannt Raͤngky
Ränkli
Rannki
Rankÿ
Ranky
Ranki
Ranncki
Ranckli
Rangki
Rankli",,607,männlich
Pfeifer (Ravensburg),Hans,,,"Ravelspurg
Pfeiffer von Ravenspurg",,12808,männlich
Pfeil,Bernhard,,,,,12929,männlich
Pfeil,Leonhard,,,,,1052,männlich
Pfeilschifter,Erhard,,,"Pfeilschiffter
Pheilschiffter
Pheilschiftár
Pheilschiftér
Pheylschiffter",,7820,männlich
Pfeilschifter,Erl,,,Pheilschiffter,,8872,männlich
Pfeilschifter,Hans,,,Pfeilschifter von Vollders,,13581,männlich
Pfeilschifter,Urban,,,"Pheilschiffter
Pfeilschiffter
Pheilschifter
Pheilschiftár
Pheilschnitzer",,8412,männlich
Pfeilschmied,Andreas,,,Pheilschmiden,,10602,männlich
Pfeilschmied,Konrad,,,Pheilschmiden,,10601,männlich
Pfender,Ulrich,,vor 27.03.1487 <1487-01-01>,,,2245,männlich
Pfiesel,Jörg,,,Phiesel,,8445,männlich
Pfirt,Diepold von,,,"von Pherdt
von Phiert
von Phirtt
von Phirt",,4081,männlich
Pfirt,Dietrich von,,,Phirt,,4971,männlich
Pfirt,Dorothea von,,,,,3979,weiblich
Pfirt,Friedrich von,,,"Pfirdt
Pfierd",Herr,12534,männlich
Pfirt,Hans Otto von,,,Phirt,,5721,männlich
Pfirt,Heinrich von,,vor 1476-08-26 <1476-08-26>,"Pfirter
Phirt
Phfirter
Phiert
Pfiert",,2946,männlich
Pfirt,N. von,,,Phierdter,,10743,männlich
Pfirt,Philipp von,,,"Phiert
Pfierdt",Ritter,3944,männlich
Pfirt,Simon von,,,Phirt,,4972,männlich
Pfirt,Ulrich von,,,,,4090,männlich
Pfirt,Wilhelm von,"ca. 1474 <1474-07-01, 1474-01-01, 1474-12-31>",,Phierter,,3309,männlich
Pfister,Christian,,,Phister von Bludesch,,11831,männlich
Pfister,Hans,,,Phister,,11984,männlich
Pfister,Jos,,,,,7744,männlich
"Pfister, genannt Schnapp",Stefan,,vor 20.12.1486 <1486-12-20>,"Pleister
Phister
Phisster
Schuester, genannt Phister
Pfister, genannt Snapp
Schnapp
Pfister
Pfisster
Pfýster",,2045,männlich
Pfister (Sohn des Stefan Pfister),Hans,,,Phister,,13523,männlich
Pflügl,Barbara,,,,,6644,weiblich
Pflügl,Hans,,,Phluͤg,,6643,männlich
Pflügl,Leonhard,,vor 13.02.1486 <1486-02-13>,"Phluͤgls
Pfluͤegls
Phlüegel
Phlúegel
Phliegel
Phluͤegl
Pflügler
Pfluegel
Phluͤgl
Plúgel
Phluegel
Phlúegl
Pflüegel
Pfluegh
Pflüegl
Hofbekh, genannt Pflüegel
Phluegl
Pfliegil
Pflüegil
Pflüegl",,5821,männlich
Pforr,Antoni von,,,"Phorr
Phorre",,3859,männlich
Pforr,Hans Werner von,,,Pfoͤrt,,4098,männlich
Pfrenki,Hans,,,"Phrengky
Pfrengki
Phrengký
Frángkÿ
Pfrankhi",,2476,männlich
Pfritschi,N.,,,"Pfritschi von Zell
Fritschi von Zell",,9600,männlich
Pfudler,Hans,,vor 25.02.1480 <1480-02-25>,"Phudler
Pfudla
Pfridler",,613,männlich
Pfudler,Leonhard,,,Phudler,,828,männlich
Pfudler (der Lange),Hans,,,Pfudler trumeter der lang,,11682,männlich
Pfudler (Frau des Hans Pfudler),N.,,,,,12330,weiblich
Pfull,N.,,,Phull,,3032,männlich
Pfunder,Friedrich,,,"Pfunder
Phunder",,9866,männlich
Pfunds,Balthasar von,,,"Phunds
Phúns
Phuͤns",,3872,männlich
Piccoli (Apotheker),Ludwig,,vor 20.03.1480 <1480-03-20>,"Pikoli
Pickoli",Meister,8876,männlich
Pichel,Hans von,,,,,7722,männlich
Pichler,Georg,,,,,3180,männlich
Pickel,Christian,,,,,1715,männlich
Pickel,Hans,,,Pickil auß Sunenberger gericht,,1716,männlich
Pieker,Hans,,,,,6736,männlich
Pienz,Heinrich,,,"Pientz
Hénnel Pientzen",,8702,männlich
Pienzenauer,N.,,,Pientznawer,,10262,männlich
Pienzenauer (zu Kemnaten),Jörg,,,Pintzennawer zuͦ Kempnaten,Herr,11109,männlich
Pierswent,Hans,,,,,3077,männlich
Pigna,Jakob von,,,,,7281,männlich
Pilgrim,Hans,,,"Pilgram
Pilgrein",,12124,männlich
Pinder (?),Ulrich,,,Pinter von Bregentz,,8087,männlich
Pipperli,Thomas,,,Piperli,,4417,männlich
Pirchach,Sigmund von,,,,,12160,männlich
Pirchner,Benigna,,,,,7913,weiblich
Pirchner,Christian,,,von Pirchach,,6156,männlich
Pirchner,Franz,,,"im Birkach
im Pirckach",,3301,männlich
Pirchner,Hans,,,"im Birkach
im Pirckach",,5593,männlich
Pirchner,Kaspar,,,"im Birkach
im Pirckach
im Pirkach
von Pirchach",,2714,männlich
Pirchner,Sophie,,,,,7914,weiblich
Pirchner,Wolfgang,,vor 1481-02-27 <1481-02-27>,"im Birkach
im Pirckach",,5595,männlich
Pirckheimer,Johannes,ca. 1440 <1440-06-30>,1501-05-03,"Birchaymer
Pirkheimer",Doktor,3999,männlich
Pirger,N.,,,Pirgger von Zúrich,,7339,männlich
Pirger,Ulrich,,,"Burger
Purger",,1088,männlich
Piss,Dietrich,,,Pyss,,7999,männlich
Pissinger,N.,,,,,12101,männlich
Pius II.,,,,Enea Silvio Piccolomini,Papst,1469,männlich
Plager,Blasi,,,,,13204,männlich
Plaicher,Bartholomäus,,,,,5042,männlich
Plank,Balthasar,,,"Planckh
Blanckh
Planck
Plannck von Siltz
Plangken
Plangkh
Plangk
Plangkh",,1132,männlich
Plank,Hans,,,Plannk,,7151,männlich
"Plank, genannt Aff",Ulrich,,,,,9226,männlich
Plarer,Georg,,,,,4948,männlich
Plarer,Hans Konrad,,,"Plarer von Zurch
Plar von Cosstencz",,12282,männlich
Plarer,Konrad,,,,,8652,männlich
Plarer,Marx,,,,,4816,männlich
Plattner,Hans,,,"Platner
Platner von Pregentz",,1134,männlich
Plattner,Ulrich,,,"Plattner von Velkirch
Plattner von Veltkirch",,5156,männlich
Plattner (Büchsenmeister),Hans,,,Platner,,8823,männlich
Plattner (Schütze),Hans,,,Platner,,12337,männlich
Plauseck,Sigmund von,,,"Plausegk
Blausegk",,12389,männlich
Plent,Clara,,,Plentin,,4922,weiblich
Plochinger,Hans,,,"Plochinger von Hetingen
Ploching
Plochinger zu Hetingen",,1162,männlich
Plochinger,N.,,,,,11056,männlich
Plochinger (Frau des Hans Plochinger),N.,,,,,11223,weiblich
Ploss,N.,,,Plossen zu Stertzing,,8367,männlich
"Plotsch, genannt Hund",Ulrich,,vor 13.01.1472 <1472-01-13>,"Plötscher, genannt Hundt
Hundt
Hunndt
Hunt",,5166,männlich
Pluem,Jakob,,,,,2984,männlich
Plunatsch,Jörg,,,Plunätsch,,13255,männlich
Pocher,Jörg,,,,,11807,männlich
Pöcht,Barbara,,,"Pochtin an der Inprugk
Poͤchtin
Póchtin",,8882,männlich
Pöcht,N.,,,Póchten,,8840,männlich
Pock,Bernhard,,,Pockh,,7560,männlich
Poden,Hans von,,,,,2386,männlich
Poden,Magdalena von,,,,,2387,weiblich
"Poden, verh. Auer",Margarethe,,,,,2385,weiblich
Pödlin,Christian,,,Pódlin,,6718,männlich
Podnau,Jakob von,,,Podnaw,Herr,8172,männlich
Podnau (?),Valentin von,,,"Pudenew
Pudernewer",,4333,männlich
Pögler,Peter,,,Pógler,,5413,männlich
Pögli,Lienhard,,,Pógli von Fuͤessen,,6957,männlich
Pökli,Klaus,,,Pökly,,8542,männlich
Poleck,Jan,,,"Polägk
Polagken",,9815,männlich
Poleck,Stefan,,,Polegk,,9216,männlich
Polheim,Wolfgang von,,,Polhaim an der Enns,,9747,männlich
Poll,Nikolaus,,,,Doktor,5088,männlich
Poller,Konrad,,,,,2183,männlich
Pollinger,Hans,,,Pollingen,,4616,männlich
Pollinger,Matthias,,,"Pollinger zu Frúntsperg
(Matthäus)",,2968,männlich
Pollinger,Niklas,,,"Poluͤnger
Polnger",,4145,männlich
Pollinger,Peter,,,,,2601,männlich
Pollinger,Wolfgang,,,"Pullinger
Pollinger zw Inÿkhoven",,7714,männlich
Pollinger (Frau des Peter Pollinger),N.,,,,,11776,männlich
Pomer,Lienhart,,,,,3238,männlich
Pomerius,Johannes,,,,,9128,männlich
Pondorf,Hans von,,,"Bondorf
Bondorff
Bandorff
Bondorff
Pandarf",,2521,männlich
"Ponher, genannt Maul",Hans,,,"Maul
Mawl
Mull
genant Maul
Panher
Merged from Maul, Hans (ID: 12462):
Maúl von Waldshúet",,4760,männlich
Popfinger,Jörg,,,Popfinger von Sweitz,,11991,männlich
"Poppenstein, genannt Lebersi",Hans,,,"Poppenstain, den man nendt Lebersi",,12506,männlich
Port,Hans von,,,,,4793,männlich
Port,Jos von,,,,,4792,männlich
Port,Minig von,,,,,4791,männlich
Port,Paul Konrad von,,,,,5795,männlich
Port,Paul von,,,,,4794,männlich
"Port, genannt Tschan",Nikolaus,,vor 17.12.1489 <1489-12-17>,"Tschann
Tschan",,4871,männlich
Portolani,Ulrich,,,Partolani,,9068,männlich
Portugaler,Christian,,,"Portigalern auss Prettigaẅ
Portigaler
Portigalern aus Pretigaẅ
Portigalen",,9482,männlich
Pörtzel,N.,,,"Pórczel
Pörczel
Portzel
Porczel",,10098,männlich
Posauner,Hans,,,Pusawner,,9868,männlich
Posauner,Konrad,,,"Pusawner
Busawner
Pusaẃner
Púsäwner
Púsawenner
Pusauner
Pwsawner",,795,männlich
Posauner,N.,,,Pusawner,,11185,männlich
Posch,Balthasar,,,,,2354,männlich
Posch,Christian,,,,,12052,männlich
